2024-04-16_03:22:58.011377, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is sympathetic.
2024-04-16_03:27:07.386252, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:07.553554, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:07.732448, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:07.911512, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:08.080936, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:08.252126, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:08.425620, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:08.585246, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:08.752411, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:08.919351, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:09.081527, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:09.253373, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:09.420796, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:09.589246, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:09.750531, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:09.917578, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:10.085871, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:10.387000, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:10.548520, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:10.721019, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:10.883607, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:11.053871, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:11.212575, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:11.386325, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:11.549857, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:11.714115, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:11.887792, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:12.062744, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:12.230132, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:12.399712, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:12.560357, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:12.732380, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:12.896045, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:13.109450, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:13.324738, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:13.535117, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:13.739497, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:13.919478, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:14.105952, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:14.284694, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:14.441575, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:14.604625, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:14.771727, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:14.943238, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:15.096876, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:15.260810, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:15.422203, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:15.585635, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:15.759757, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:15.928859, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:16.087003, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:16.404539, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:16.588085, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:16.759591, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:16.922533, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:17.094867, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:17.262842, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:17.433171, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:17.592163, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:17.762637, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:17.930287, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:18.094424, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:18.267986, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:18.435601, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:18.607624, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:18.771212, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:18.940856, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:19.098425, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:19.272769, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:19.437733, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:19.588604, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:19.773741, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:19.949132, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:20.139265, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:20.299652, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:20.465037, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:20.620508, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:20.812839, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:20.967762, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:21.137394, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:21.299358, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:21.458612, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:21.626299, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:21.803101, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:22.079043, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:22.264266, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:22.434786, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:22.635960, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:22.821557, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:22.975283, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:23.150556, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:23.306668, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:23.470950, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:23.637577, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:23.810414, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:24.003175, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:24.165781, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:24.337146, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:24.504719, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:24.661316, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:24.815331, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:24.988776, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:25.152435, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:25.328587, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:25.487836, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:25.635103, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:25.811377, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:25.969578, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:26.168973, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:26.364209, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:26.540308, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:26.702317, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:26.872191, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:27.044448, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:27.219991, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:27.413294, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:27.574728, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:27.744383, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:27.905667, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:28.242342, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:28.440255, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:28.624291, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:28.796927, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:28.961820, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:29.126551, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:29.279998, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:29.447654, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:29.612164, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:29.774506, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:29.940069, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:30.100557, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:30.278556, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:30.440811, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:30.627330, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:30.819478, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:31.021094, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:31.187413, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:31.348544, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:31.508200, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:31.669063, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:31.830070, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:32.004751, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:32.166237, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:32.337412, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:32.500688, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:32.665729, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:32.836971, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:33.005211, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:33.172447, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:33.324827, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:33.488260, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:33.660202, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:33.971585, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:34.134180, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:34.320115, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:34.514306, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:34.700674, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:34.920877, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:35.116046, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:35.295650, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:35.486526, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:35.687172, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:35.868804, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is fear.
2024-04-16_03:27:36.073090, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:36.274568, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:36.452551, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:36.561789, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:36.693018, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is neutral.
2024-04-16_03:27:36.871494, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:37.043073, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:37.202239, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:37.321581, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:37.497918, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:37.612063, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is sad.
2024-04-16_03:27:37.785151, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:37.982468, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:38.174226, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:38.360398, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:38.560936, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:38.745622, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:38.918461, The student is not leaning forward, making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:39.108730, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:39.288024, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:39.454368, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:39.652717, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:39.841445, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:40.001184, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:40.327103, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:40.518644, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:40.718005, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:40.895050, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:41.067123, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:41.244078, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:41.406886, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:41.576580, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:41.754956, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:41.952853, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is doubt.
2024-04-16_03:27:42.143320, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:42.360243, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:42.545326, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:42.740533, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:42.901676, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:43.083027, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:43.274805, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:43.452520, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:43.652891, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:43.813230, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:43.978403, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:44.145286, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:44.309429, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:44.504046, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:44.728905, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:44.892348, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:45.048638, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:45.215215, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:45.409878, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:45.576663, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:45.743316, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:45.919209, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:46.109761, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:46.274208, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:46.634266, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:46.812433, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:46.973791, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:47.136848, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:47.306608, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:47.489874, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:47.680861, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:47.850863, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:48.028673, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:48.233535, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:48.419514, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:48.613514, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:48.771826, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:48.944022, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:49.123225, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is sympathetic.
2024-04-16_03:27:49.315748, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is sympathetic.
2024-04-16_03:27:49.515168, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:49.707873, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:49.896755, The student is not leaning forward, not making eye contact, smiling, and displaying open posture, current expression is sympathetic.
2024-04-16_03:27:50.096841, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:50.293476, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:50.487928, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:50.678947, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:50.862987, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:51.046122, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:51.218522, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:51.412147, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:51.608922, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is angry.
2024-04-16_03:27:51.806271, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:51.996291, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:52.203168, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:52.392673, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
2024-04-16_03:27:52.602007, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is confused.
2024-04-16_03:27:52.783415, The student is not leaning forward, not making eye contact, not smiling, and displaying open posture, current expression is surprise.
